Date,Open,High,Low,Close,Adj Close,Volume
2019-05-13,86.250000,86.500000,84.750000,85.000000,85.000000,2081900
2019-05-14,84.750000,86.000000,84.750000,85.000000,85.000000,3083100
2019-05-15,85.500000,85.750000,85.000000,85.500000,85.500000,2482800
2019-05-16,85.500000,86.000000,84.750000,85.250000,85.250000,3596400
2019-05-17,85.500000,86.000000,85.000000,85.750000,85.750000,3293500
2019-05-21,85.250000,85.750000,85.000000,85.750000,85.750000,2596800
2019-05-22,85.750000,88.000000,85.750000,87.750000,87.750000,6987600
2019-05-23,87.250000,88.000000,86.500000,87.250000,87.250000,3213200
2019-05-24,87.000000,87.500000,86.500000,87.500000,87.500000,2586600
2019-05-27,87.500000,89.000000,87.250000,88.500000,88.500000,4222200
2019-05-28,88.750000,88.750000,87.750000,88.750000,88.750000,5451700
2019-05-29,88.750000,88.750000,88.000000,88.000000,88.000000,1180800
2019-05-30,88.000000,88.000000,86.000000,86.250000,86.250000,3973500
2019-05-31,86.000000,88.250000,86.000000,88.250000,88.250000,3075500
2019-06-03,88.250000,88.250000,88.250000,88.250000,88.250000,0
2019-06-04,88.000000,88.750000,87.000000,88.500000,88.500000,5827700
2019-06-05,88.500000,89.250000,88.250000,89.000000,89.000000,4673600
2019-06-06,89.000000,89.750000,88.250000,89.250000,89.250000,3428100
2019-06-07,89.500000,89.750000,89.250000,89.750000,89.750000,1569100
2019-06-10,89.750000,90.250000,89.500000,90.000000,90.000000,2392600
2019-06-11,90.000000,90.500000,89.500000,89.750000,89.750000,2101500
2019-06-12,89.750000,89.750000,89.000000,89.250000,89.250000,1333900
2019-06-13,89.000000,90.000000,89.000000,89.750000,89.750000,1154900
2019-06-14,89.500000,90.000000,89.500000,89.750000,89.750000,1900500
